"dian_yuan_shu","vip_shu","zong_jian_shu","ling_shou_jia_zong_e","zhe_kou_zong_e","vip_shi_ji_xiao_shou_e","ping_jun_wen_du","ke_liu_liang","shi_ji_xiao_shou_zong_e"
"1","0","1","499.000","0.000","0.000","22","27","499.000"
"2","1","2","1168.000","30.000","269.000","22","42","1138.000"
"2","2","7","3153.000","179.000","1607.000","22","39","2974.000"
"4","2","6","4325.000","804.000","1050.000","22","51","3521.000"
"3","2","5","2605.000","201.000","1805.000","22","72","2404.000"
"1","0","1","1190.000","0.000","0.000","22","61","1190.000"
"1","1","1","399.000","0.000","0.000","22","36","399.000"
"2","1","4","1776.000","64.000","575.000","22","42","1712.000"
"3","2","9","4421.000","265.000","2380.000","22","42","4156.000"
"1","1","1","699.000","70.000","629.000","22","35","629.000"
"1","0","1","399.000","0.000","0.000","22","20","399.000"
"3","2","7","3643.000","757.000","1113.000","20","21","2886.000"
"2","2","6","3344.000","237.000","242.000","20","21","3107.000"
"1","1","3","1007.000","101.000","906.000","20","23","906.000"
"4","2","12","7358.000","375.000","3368.000","20","56","6983.000"
"3","1","10","5160.000","507.000","2667.000","20","68","4653.000"
"3","0","5","2705.000","258.000","1051.000","20","48","2447.000"
"2","2","2","1298.000","130.000","1168.000","20","43","1168.000"
"4","2","8","3482.000","78.000","699.000","20","66","3404.000"
"4","2","14","5706.000","444.000","3986.000","20","54","5262.000"
"3","1","7","4103.000","213.000","1563.000","20","51","3890.000"
"2","0","3","1567.000","210.000","0.000","20","14","1357.000"
"1","1","1","769.000","77.000","692.000","20","38","692.000"
"2","1","4","1866.000","0.000","0.000","20","29","1866.000"
"3","2","7","3833.000","694.000","1113.000","20","62","3139.000"
"2","2","2","1238.000","124.000","1114.000","20","53","1114.000"
"3","2","4","2106.000","144.000","1114.000","20","75","1962.000"
"4","4","10","5250.000","504.000","3126.000","20","89","4746.000"
"2","1","4","3127.000","99.000","0.000","20","64","3028.000"
"3","3","8","5533.000","443.000","2635.000","20","82","5090.000"
"4","1","9","3811.000","70.000","628.000","20","81","3741.000"
"4","1","8","4282.000","472.000","1005.000","20","103","3810.000"
"3","4","8","3322.000","557.000","1682.000","20","85","2765.000"
"2","1","2","1198.000","360.000","0.000","20","30","838.000"
"1","1","7","3253.000","266.000","1203.000","23","50","2987.000"
"2","2","6","3895.000","437.000","2661.000","23","82","3458.000"
"1","2","5","3596.000","139.000","1251.000","23","119","3457.000"
"4","3","10","4390.000","220.000","1598.000","23","247","4170.000"
"5","4","17","8044.000","440.000","2766.000","23","266","7604.000"
"6","2","19","10151.000","342.000","0.000","23","262","9809.000"
"4","4","16","9654.000","234.000","2102.000","23","170","9420.000"
"4","1","8","3462.000","0.000","0.000","23","162","3462.000"
"4","1","10","5520.000","0.000","0.000","23","114","5520.000"
"4","2","9","5572.000","165.000","0.000","23","111","5407.000"
"1","0","1","669.000","201.000","0.000","23","80","468.000"
"1","1","1","569.000","0.000","0.000","23","29","569.000"
"1","1","1","269.000","27.000","242.000","25","39","242.000"
"2","2","6","2374.000","164.000","1472.000","25","84","2210.000"
"2","3","6","2544.000","64.000","574.000","25","74","2480.000"
"4","1","9","4011.000","317.000","422.000","25","130","3694.000"
"4","2","10","4851.000","236.000","2122.000","25","201","4615.000"
"2","1","5","2005.000","174.000","1562.000","25","255","1831.000"
"4","4","8","4082.000","403.000","2434.000","25","268","3679.000"
"4","2","12","5858.000","332.000","2981.000","25","281","5526.000"
"6","3","26","12884.000","488.000","961.000","25","220","12396.000"
"4","0","8","3812.000","213.000","0.000","25","151","3599.000"
"4","3","11","4909.000","267.000","1481.000","25","143","4642.000"
"3","1","6","2854.000","27.000","242.000","25","83","2827.000"
"5","3","14","8447.000","781.000","4295.000","25","35","7666.000"
"2","1","7","2573.000","368.000","1149.000","26","100","2205.000"
"4","3","11","6070.000","544.000","4089.000","26","102","5526.000"
"2","2","3","3028.000","85.000","0.000","26","122","2943.000"
"6","2","12","6669.000","691.000","3056.000","26","194","5978.000"
"4","3","12","6619.000","621.000","1060.000","26","220","5998.000"
"3","2","11","4349.000","97.000","871.000","26","224","4252.000"
"3","2","6","2574.000","167.000","1809.000","26","170","2407.000"
"7","3","14","6686.000","392.000","3521.000","26","171","6294.000"
"3","1","3","1507.000","27.000","0.000","26","71","1480.000"
"4","2","11","4789.000","398.000","961.000","26","68","4391.000"
"1","0","2","1498.000","0.000","0.000","26","3","1498.000"
"1","0","2","1198.000","0.000","0.000","27","21","1198.000"
"2","1","4","1306.000","47.000","422.000","27","26","1259.000"
"2","2","3","1447.000","27.000","242.000","27","25","1420.000"
"2","1","4","1516.000","122.000","1095.000","27","31","1394.000"
"1","1","3","1307.000","131.000","1176.000","27","56","1176.000"
"1","1","1","599.000","60.000","539.000","27","81","539.000"
"3","1","6","2674.000","94.000","844.000","27","63","2580.000"
"2","2","3","1367.000","84.000","269.000","27","35","1283.000"
"2","1","2","1168.000","47.000","422.000","27","42","1121.000"
"4","3","7","4513.000","245.000","2201.000","27","68","4268.000"
"1","0","1","839.000","42.000","0.000","27","73","797.000"
"3","2","10","4500.000","306.000","2747.000","27","45","4194.000"
"1","0","1","339.000","0.000","0.000","27","12","339.000"
"2","0","4","3036.000","0.000","0.000","27","33","3036.000"
"2","0","2","1208.000","0.000","0.000","27","26","1208.000"
"2","0","3","1107.000","120.000","0.000","27","34","987.000"
"1","0","2","1238.000","0.000","0.000","27","45","1238.000"
"2","0","5","2895.000","0.000","0.000","27","59","2895.000"
"2","1","4","1976.000","0.000","0.000","27","51","1976.000"
"1","0","1","399.000","0.000","0.000","27","39","399.000"
"4","2","11","7060.000","628.000","3754.000","27","44","6432.000"
"1","0","1","1690.000","0.000","0.000","27","54","1690.000"
"1","1","3","1037.000","104.000","933.000","27","54","933.000"
"1","1","3","1277.000","128.000","1149.000","27","9","1149.000"
"2","0","5","2535.000","0.000","0.000","24","31","2535.000"
"2","1","8","3152.000","98.000","879.000","24","39","3054.000"
"3","2","7","3113.000","121.000","1086.000","24","63","2992.000"
"3","1","6","3074.000","0.000","0.000","24","56","3074.000"
"4","2","12","6508.000","281.000","449.000","24","61","6227.000"
"2","2","11","4679.000","683.000","987.000","24","35","3996.000"
"3","1","7","2973.000","30.000","269.000","24","77","2943.000"
"1","1","3","1867.000","0.000","0.000","24","45","1867.000"
"3","0","4","1816.000","22.000","0.000","24","10","1794.000"
"1","0","1","299.000","0.000","0.000","26","13","299.000"
"2","1","6","2774.000","0.000","0.000","26","26","2774.000"
"2","1","6","2544.000","131.000","1176.000","26","30","2413.000"
"3","2","7","3843.000","0.000","0.000","26","50","3843.000"
"1","0","1","769.000","0.000","0.000","26","45","769.000"
"3","0","5","3235.000","0.000","0.000","26","87","3235.000"
"3","1","8","3352.000","501.000","242.000","26","93","2851.000"
"2","1","3","1307.000","0.000","0.000","26","60","1307.000"
"1","0","1","399.000","0.000","0.000","26","92","399.000"
"1","0","1","399.000","0.000","0.000","26","60","399.000"
"1","0","1","999.000","0.000","0.000","26","30","999.000"
"1","2","11","6929.000","597.000","4483.000","26","0","6332.000"
"1","1","2","968.000","97.000","871.000","27","0","871.000"
"3","0","10","4750.000","0.000","0.000","27","33","4750.000"
"1","0","2","668.000","0.000","0.000","27","44","668.000"
"2","1","3","1477.000","44.000","395.000","27","88","1433.000"
"3","0","7","2583.000","0.000","0.000","27","142","2583.000"
"4","1","5","3276.000","0.000","0.000","27","218","3276.000"
"4","1","6","3714.000","0.000","0.000","27","137","3714.000"
"5","2","22","10989.000","421.000","3784.000","27","160","10568.000"
"3","3","11","5539.000","341.000","1445.000","27","106","5198.000"
"4","1","8","4312.000","191.000","1716.000","27","108","4121.000"
"4","4","11","4759.000","223.000","816.000","27","123","4536.000"
"4","2","5","3256.000","6.000","54.000","27","113","3250.000"
"2","2","5","4126.000","220.000","1977.000","27","14","3906.000"
"1","1","2","938.000","0.000","0.000","26","12","938.000"
"1","1","2","738.000","74.000","664.000","26","16","664.000"
"4","3","13","6638.000","180.000","1618.000","26","47","6458.000"
"4","2","9","4451.000","132.000","307.000","26","137","4319.000"
"6","3","9","5372.000","913.000","2455.000","26","157","4459.000"
"4","2","5","2605.000","234.000","215.000","26","116","2371.000"
"3","3","9","4951.000","548.000","1180.000","26","71","4403.000"
"2","2","6","3895.000","109.000","981.000","26","90","3786.000"
"1","1","1","399.000","40.000","359.000","26","61","359.000"
"1","0","3","1377.000","0.000","0.000","26","39","1377.000"
"1","0","1","1290.000","387.000","0.000","26","9","903.000"
"2","2","6","3394.000","135.000","359.000","25","28","3259.000"
"2","1","2","1889.000","0.000","0.000","25","59","1889.000"
"2","0","4","1636.000","0.000","0.000","25","66","1636.000"
"2","1","5","1935.000","20.000","0.000","25","49","1915.000"
"4","4","12","6448.000","264.000","2372.000","25","57","6184.000"
"4","3","5","2635.000","224.000","2012.000","25","55","2411.000"
"2","1","3","1537.000","50.000","449.000","25","38","1487.000"
"3","0","5","2935.000","0.000","0.000","25","28","2935.000"
"1","0","3","1437.000","0.000","0.000","25","23","1437.000"
"3","1","6","5125.000","412.000","0.000","25","37","4713.000"
"1","0","1","869.000","0.000","0.000","25","14","869.000"
"1","1","2","938.000","94.000","844.000","26","18","844.000"
"2","1","4","1736.000","130.000","1167.000","26","23","1606.000"
"3","2","4","2366.000","437.000","1230.000","26","47","1929.000"
"2","1","3","1937.000","130.000","1168.000","26","25","1807.000"
"2","1","3","1667.000","321.000","809.000","26","43","1346.000"
"2","1","2","1198.000","75.000","269.000","26","46","1123.000"
"4","1","7","4043.000","0.000","0.000","26","48","4043.000"
"2","0","3","1807.000","231.000","0.000","26","54","1576.000"
"1","0","3","1637.000","317.000","0.000","26","52","1320.000"
"2","2","3","1997.000","200.000","1797.000","27","18","1797.000"
"1","1","2","868.000","87.000","781.000","27","21","781.000"
"1","1","2","898.000","90.000","808.000","27","22","808.000"
"2","1","2","1038.000","62.000","179.000","27","42","976.000"
"2","2","7","4193.000","420.000","3773.000","27","49","3773.000"
"3","3","5","2255.000","226.000","2029.000","27","36","2029.000"
"1","0","1","439.000","0.000","0.000","27","30","439.000"
"3","4","10","5500.000","427.000","2488.000","27","49","5073.000"
"4","4","10","6291.000","380.000","3415.000","27","49","5911.000"
"1","1","1","269.000","27.000","242.000","27","50","242.000"
"2","2","6","3374.000","140.000","1258.000","27","25","3234.000"
"1","0","1","399.000","0.000","0.000","27","13","399.000"
"1","2","3","2137.000","80.000","719.000","27","23","2057.000"
"2","2","2","478.000","48.000","430.000","27","26","430.000"
"2","2","7","4424.000","284.000","2551.000","27","38","4140.000"
"3","3","5","2645.000","171.000","1536.000","27","51","2474.000"
"5","2","11","6649.000","173.000","880.000","27","36","6476.000"
"1","1","2","1138.000","114.000","1024.000","27","30","1024.000"
"2","0","5","2035.000","0.000","0.000","27","46","2035.000"
"3","2","4","2626.000","173.000","1555.000","27","40","2453.000"
"2","2","5","4195.000","330.000","2966.000","27","69","3865.000"
"3","2","11","6109.000","184.000","1653.000","27","53","5925.000"
"3","2","5","3096.000","74.000","664.000","27","7","3022.000"
"2","0","2","568.000","0.000","0.000","27","30","568.000"
"1","1","2","1468.000","147.000","1321.000","27","18","1321.000"
"1","0","1","499.000","0.000","0.000","27","31","499.000"
"2","2","4","3027.000","303.000","2724.000","27","39","2724.000"
"2","2","4","1806.000","47.000","422.000","27","56","1759.000"
"4","4","12","7129.000","684.000","6146.000","27","73","6445.000"
"2","1","2","768.000","30.000","269.000","27","37","738.000"
"1","1","3","2007.000","0.000","0.000","27","34","2007.000"
"3","2","7","5254.000","613.000","2689.000","27","49","4641.000"
"2","1","3","2497.000","50.000","449.000","27","73","2447.000"
"3","3","6","4295.000","483.000","4826.000","27","52","3812.000"
"2","1","2","498.000","10.000","89.000","27","21","488.000"
"2","3","6","4655.000","297.000","2668.000","27","46","4358.000"
"3","0","8","4122.000","0.000","0.000","27","36","4122.000"
"1","1","2","938.000","0.000","0.000","27","39","938.000"
"1","0","3","1137.000","0.000","0.000","27","85","1137.000"
"3","3","4","2406.000","241.000","2165.000","27","99","2165.000"
"5","3","21","10960.000","423.000","3798.000","27","99","10537.000"
"6","5","14","6106.000","237.000","2127.000","27","110","5869.000"
"3","1","1","1169.000","0.000","0.000","27","96","1169.000"
"5","2","13","5957.000","554.000","1984.000","27","86","5403.000"
"5","2","11","6539.000","180.000","1617.000","27","82","6359.000"
"3","1","12","5458.000","487.000","1759.000","27","75","4971.000"
"1","2","2","798.000","0.000","0.000","27","10","798.000"
"1","1","3","1637.000","404.000","395.000","26","20","1233.000"
"2","0","1","999.000","0.000","0.000","26","46","999.000"
"3","1","7","2403.000","0.000","0.000","26","54","2403.000"
"4","1","7","3813.000","0.000","0.000","26","58","3813.000"
"3","4","15","7915.000","359.000","3224.000","26","136","7556.000"
"5","2","12","5208.000","200.000","1796.000","26","139","5008.000"
"6","4","16","8204.000","600.000","4805.000","26","154","7604.000"
"4","0","9","4371.000","0.000","0.000","26","121","4371.000"
"5","5","18","9812.000","585.000","4590.000","26","99","9227.000"
"3","2","8","4182.000","94.000","844.000","26","75","4088.000"
"3","1","5","4356.000","186.000","1673.000","26","73","4170.000"
"2","2","6","3744.000","201.000","1806.000","26","55","3543.000"
"2","1","10","6010.000","264.000","2372.000","26","17","5746.000"
"1","1","2","868.000","87.000","781.000","25","22","781.000"
"3","3","10","4881.000","209.000","1877.000","25","32","4672.000"
"3","3","10","4420.000","194.000","1742.000","25","52","4226.000"
"1","0","2","898.000","0.000","0.000","25","40","898.000"
"4","4","7","4203.000","381.000","3423.000","25","60","3822.000"
"5","3","9","4681.000","242.000","1446.000","25","56","4439.000"
"5","3","9","4161.000","299.000","1606.000","25","56","3862.000"
"5","4","15","6855.000","417.000","3745.000","25","57","6438.000"
"4","1","10","4290.000","237.000","0.000","25","56","4053.000"
"2","1","3","1107.000","0.000","0.000","25","48","1107.000"
"2","2","13","7157.000","419.000","3763.000","25","45","6738.000"
"1","1","1","999.000","100.000","899.000","25","28","899.000"
"1","0","2","938.000","0.000","0.000","25","9","938.000"
"1","1","2","908.000","0.000","0.000","25","12","908.000"
"2","1","3","2497.000","270.000","0.000","25","18","2227.000"
"3","1","10","6800.000","848.000","2371.000","25","27","5952.000"
"4","4","6","2704.000","258.000","2191.000","25","30","2446.000"
"3","3","8","5823.000","110.000","719.000","25","41","5713.000"
"2","2","3","2067.000","207.000","1860.000","25","49","1860.000"
"3","0","5","2115.000","0.000","0.000","25","45","2115.000"
"3","3","8","4842.000","735.000","2020.000","25","34","4107.000"
"3","3","8","4352.000","291.000","2614.000","25","49","4061.000"
"1","1","3","1937.000","134.000","1204.000","25","38","1803.000"
"2","1","3","1167.000","177.000","781.000","25","51","990.000"
"2","2","3","1537.000","91.000","242.000","25","21","1446.000"
"1","1","5","2075.000","208.000","1867.000","25","9","1867.000"
"2","1","2","1078.000","216.000","485.000","26","28","862.000"
"3","4","12","6458.000","546.000","4905.000","26","18","5912.000"
"1","1","3","2288.000","349.000","1521.000","26","47","1939.000"
"3","1","5","3435.000","227.000","2040.000","26","75","3208.000"
"3","3","9","4771.000","311.000","2294.000","26","49","4460.000"
"3","3","5","4025.000","180.000","1618.000","26","39","3845.000"
"2","1","2","508.000","0.000","0.000","26","46","508.000"
